uid,src,title,alt,lieu,lat,lng,categorie,visible
"mer-portfolio-paysages-env","/images/Karimsaari-portfolio-sous-marin-paysages-calanques-marseille-photographie-photographe-environnemental.webp","Entre deux mondes à Sormiou — Calanque de Sormiou","Photographie mi-air mi-eau (split-shot) montrant une main d'apnéiste sous la surface face aux falaises calcaires, herbiers de posidonie et eaux turquoise du Parc National des Calanques — Marseille — © Karim Saari","Marseille, Calanques de sormiou","43.209627","5.425183","mer","true"
"terre-1","/images/portfolio/Terre/karim-saari-photographe-provence-femme-chapeau-champ-lavande-lumiere-doree.webp","Lumière dans la lavande — Provence","Femme au chapeau bleu dans un champ de lavande, lumière dorée du soir — photographe paysage Provence Karim Saari","Provence, Valensole","43.81378","5.935809","terre","true"
"terre-15","/images/portfolio/Terre/karim-saari-photographe-marseille-carrousel-vieux-port-coucher-soleil.webp","Carrousel au Vieux-Port — Cliché commandé par la Ville de Marseille","Carrousel flou et enfant sur la place du Vieux-Port au coucher de soleil — photographe Marseille Karim Saari","Marseille, la canebière","43.297293","5.380368","terre","true"
"terre-16","/images/portfolio/Terre/karim-saari-photographe-maroc-chefchaouen-chaton-roux-mur-bleu.webp","Sieste au soleil — Chefchaouen","Un chat roux couché sur le dos sur les pavés d'une ruelle, contrastant avec le bleu intense des murs de la médina lors d'un voyage photographique au Maroc — Chefchaouen, Maroc — © Karim Saari","Maroc, Chefchaouen","35.176598","-5.277342","horizons","true"
"terre-17","/images/portfolio/Terre/karim-saari-photographe-maroc-chefchaouen-femme-chapeau-ville-bleue.webp","La ville bleue du Maroc — Chefchaouen","Femme de dos avec chapeau, ville bleue de Chefchaouen vue panoramique — photographe Maroc Karim Saari","Maroc, Chefchaouen","35.176598","-5.277342","terre","true"
"terre-18","/images/portfolio/Terre/karim-saari-photographe-maroc-chefchaouen-chaton-blanc-escaliers-bleus.webp","Regard azur — Chefchaouen","Un chaton blanc aux yeux bleus perçants assis sur les marches d'un escalier typique de la ville bleue, capturant l'essence d'un voyage au cœur de l'architecture marocaine — Chefchaouen, Maroc — © Karim Saari","Maroc, Chefchaouen","35.176598","-5.277342","horizons","true"
"terre-19","/images/portfolio/Terre/karim-saari-photographe-maroc-chefchaouen-chats-ruelle-bleue.webp","Deux chats en bleu — Chefchaouen","Deux chats dans une ruelle bleue de Chefchaouen, escaliers bleus et blancs — Karim Saari","Maroc, Chefchaouen","35.176598","-5.277342","horizons","true"
"terre-21","/images/portfolio/Terre/karim-saari-photographe-femme-robe-rouge-rochers-volcaniques-cote-sauvage.webp","Harmonie minérale en rouge — Ponta de São Lourenço","Une femme en robe rouge éclatante s'appuie contre des formations rocheuses basaltiques sombres et escarpées sur le littoral sauvage de l'archipel de Madère lors d'un voyage photographique — Madère, Portugal — © Karim Saari","Ponta de São Lourenço, Madère, Portugal","32.744535","-16.703627","horizons","true"
"terre-24","/images/portfolio/Terre/karim-saari-photographe-dune-pilat-arcachon-silhouette-foret-landes.webp","Entre sable et forêt — Dune du Pilat","Silhouette solitaire surplombant l'immensité de la crête de sable et la forêt de pins landaise sous un ciel bleu clair, illustrant la grandeur des paysages du littoral atlantique — Dune du Pilat — © Karim Saari","Dune du pilat","44.589655","-1.212713","horizons","true"
"terre-25","/images/portfolio/Terre/karim-saari-photographe-provence-macro-coccinelle-lavande-pollinisateur.webp","Coccinelle sur lavande — Macro Provence","Macro coccinelle rouge sur lavande en fleur, Valensole — photographe nature Provence Karim Saari","Provence, Valensole","43.81378","5.935809","terre","true"
"terre-26","/images/portfolio/Terre/karim-saari-photographe-provence-aerien-tournesols-lavande.webp","Tournesols et lavande - Cliché étant paru dans le magazine National Geographic","Vue aérienne femmes courant entre tournesols et lavande — photographe paysage Provence Karim Saari","Provence, Valensole","43.81378","5.935809","terre","true"
"terre-27","/images/portfolio/Terre/karim-saari-photographe-provence-femme-short-jaune-champ-lavande.webp","Éclat solaire au cœur du mauve — Valensole","Portrait d'une femme de dos en short jaune vif et haut blanc se retournant au milieu des rangées infinies de lavande en fleurs sur le plateau de Valensole, paysage emblématique de la Provence — Valensole — © Karim Saari","Provence, Valensole","43.81378","5.935809","terre","true"
"terre-28","/images/portfolio/Terre/karim-saari-photographe-provence-couple-champ-lavande-vue-dessus.webp","Perspective mauve — Valensole","Deux jeunes femmes marchant entre les rangées géométriques de lavande en fleurs sur le plateau de Valensole, capturant l'immensité et la sérénité du paysage naturel de Provence — Valensole — © Karim Saari","Provence, Valensole","43.81378","5.935809","terre","true"
"terre-29","/images/portfolio/Terre/karim-saari-photographe-provence-lavande-coucher-soleil-ciel-orange-rouge.webp","Ciel d'orange sur Valensole","Champ de lavande de Valensole au coucher de soleil, ciel orange rouge — photographe Provence Karim Saari","Provence, Valensole","43.81378","5.935809","terre","true"
"terre-3","/images/portfolio/Terre/karim-saari-photographe-provence-champ-lavande-coucher-soleil-rangees.webp","Rangées de Valensole au coucher","Champ de lavande de Valensole au coucher de soleil, rangées parallèles, ciel rose — photographe Provence Karim Saari","Provence, Valensole","43.81378","5.935809","terre","true"
"terre-31","/images/portfolio/Terre/karim-saari-photographe-provence-arbre-solitaire-lavande-ciel-dramatique.webp","L'arbre solitaire de Provence","Arbre solitaire dans la lavande de Provence, ciel dramatique rose-orange — photographe Karim Saari","Provence, Valensole","43.81378","5.935809","terre","true"
"terre-34","/images/portfolio/Terre/karim-saari-photographe-provence-femme-chapeau-blanc-coquelicots.webp","Chapeau blanc et coquelicots — Provence","Femme au chapeau blanc avec un coquelicot dans un champ de coquelicots — photographe Provence Karim Saari","Provence","","","terre","true"
"terre-36","/images/portfolio/Terre/karim-saari-photographe-marseille-tour-corbusier-architecture-brutaliste.webp","Verticalité de béton — Cité Radieuse Le Corbusier","Une femme en robe rouge au pied des monumentales cheminées en béton brut de l'Unité d'Habitation, témoignant de l'architecture brutaliste sous un ciel bleu azur lors d'une exploration urbaine — Marseille — © Karim Saari","Marseille, Cité Radieuse Le Corbusier","43.261549","5.396478","terre","true"
"terre-37","/images/portfolio/Terre/karim-saari-photographe-maroc-cigognes-nid-faune-sauvage.webp","Cigognes du Maroc — Faune sauvage","Cigognes blanches sur leur nid, reproduction faune sauvage — photographe Maroc Karim Saari","Maroc - Marrakech","31.624131","-8.005233","horizons","true"
"terre-38","/images/portfolio/Terre/karim-saari-photographe-maroc-femme-chapeau-ruelle-medina-ocre.webp","Médina sous le soleil — Maroc","Marrakech, Femme au chapeau dans une ruelle de médina marocaine, murs ocre, lumière rasante — Karim Saari","Maroc - Marrakech","31.624131","-8.005233","horizons","true"
"terre-40","/images/portfolio/Terre/karim-saari-photographe-provence-femme-champ-tulipes-roses.webp","Éclosion printanière — La Brillanne","Portrait d'une femme en tenue bleue azur accroupie au milieu d'un champ de tulipes roses éclatantes, capturant la beauté de la nature et les paysages floraux de Provence — La Brillanne — © Karim Saari","La Brillanne, Provence","43.928423","5.890613","terre","true"
"terre-41","/images/portfolio/Terre/karim-saari-photographe-provence-femme-chapeau-paille-tulipes-multicolores.webp","Lignes de tulipes — La Brillanne","Une femme vêtue d'une combinaison bleu éclatant et d'un chapeau de paille se tenant devant des rangées graphiques de tulipes rouges, roses et mauves dans un paysage de nature printanière en Provence — La Brillanne, Provence — © Karim Saari","La Brillanne, Provence","43.928423","5.890613","terre","true"
"terre-42","/images/portfolio/Terre/karim-saari-photographe-provence-village-femme-robe-rouge-flaque.webp","Robe rouge dans le reflet — Provence","Femme en robe rouge se reflétant dans une flaque, village provençal — photographe Karim Saari","Provence, Valensole","43.81378","5.935809","terre","true"
"terre-43","/images/portfolio/Terre/karim-saari-photographe-provence-femme-robe-rouge-lavande-crepuscule.webp","Crépuscule lavande — Valensole","Femme en robe rouge dans la lavande au crépuscule, lumière dorée rasante — photographe Provence Karim Saari","Provence, Valensole","43.81378","5.935809","terre","true"
"terre-48","/images/portfolio/Terre/karim-saari-photographe-provence-geometrie-rangees-lavande-vue-dessus.webp","Géométrie de lavande — Vue du ciel","Géométrie des rangées de lavande de Valensole vue d'en haut — photographe paysage Provence Karim Saari","Provence, Valensole","43.81378","5.935809","terre","true"
"terre-49","/images/portfolio/Terre/karim-saari-photographe-provence-lavande-coucher-soleil-montagnes.webp","Lavande et montagnes — Provence","Lavande de Provence au coucher de soleil avec montagnes en arrière-plan — photographe Karim Saari","Provence, Valensole","43.81378","5.935809","terre","true"
"terre-5","/images/portfolio/Terre/karim-saari-photographe-provence-femme-chapeau-lavande-violette.webp","Chapeau et lavande violette — Provence","Femme au chapeau bleu dans un vaste champ de lavande violette — photographe paysage Provence Karim Saari","Provence, Valensole","43.81378","5.935809","terre","true"
"terre-53","/images/portfolio/Terre/karim-saari-photographe-provence-lavande-tournesols-contraste-couleurs.webp","Lavande et tournesols — Contraste Provence","Champ de lavande et champ de tournesols, contraste de couleurs, Provence — photographe Karim Saari","Provence, Valensole","43.81378","5.935809","terre","true"
"terre-54","/images/portfolio/Terre/karim-saari-photographe-provence-paysage-mediterraneen-lumiere-doree.webp","L'immensité mauve — Plateau de Valensole","Un homme de dos portant un chapeau de paille contemplant l'étendue infinie d'un champ de lavande en fleurs, paysage emblématique de la Provence sous une lumière douce — Valensole, Provence — © Karim Saari","Provence, Valensole","43.81378","5.935809","terre","true"
"terre-7","/images/portfolio/Terre/karim-saari-photographe-maroc-chefchaouen-ruelle-bleue-vieil-homme.webp","Vieil homme de Chefchaouen — Maroc","Ruelle bleue de Chefchaouen, vieil homme en djellaba sur des marches — photographe Maroc Karim Saari","Maroc, Chefchaouen","35.176598","-5.277342","horizons","true"
"terre-8","/images/portfolio/Terre/karim-saari-photographe-provence-femme-robe-bleue-lavande.webp","Robe bleue en Provence — Valensole","Femme en robe bleue marchant dans un champ de lavande violette — photographe Provence Karim Saari","Provence, Valensole","43.81378","5.935809","terre","true"
"terre-85","/images/portfolio/Terre/karim-saari-marseille-littoral-stade-panoramique.webp","Cité radieuse sous l'or du soir — Marseille","Panorama urbain de Marseille baigné par la lumière dorée du coucher de soleil, révélant le stade Vélodrome et l'immensité de la ville depuis les reliefs calcaires du massif des Calanques — Marseille — © Karim Saari","Marseille, Stade Vélodrome","43.270152","5.396046","terre","true"
"terre-86","/images/portfolio/Terre/marseille-velodrome-provence-photographie-paysage-karimsaari.webp","Marseille velodrome provence photographie paysage karimsaari","Marseille velodrome provence photographie paysage karimsaari","Marseille","43.269551","5.39542","terre","true"
"terre-87","/images/portfolio/Terre/provence-photographie-paysage-drone-aix.webp","Provence photographie paysage drone aix","Provence photographie paysage drone aix","","","","terre","false"
"terre-88","/images/portfolio/Terre/provence-photographie-paysage-valensole-karims-2.webp","Provence photographie paysage valensole karims 2","Provence photographie paysage valensole karims 2","","","","terre","false"
"terre-89","/images/portfolio/Terre/provence-photographie-paysage-valensole-karimsaari-sunset.webp","Provence photographie paysage valensole karimsaari sunset","Provence photographie paysage valensole karimsaari sunset","","","","terre","false"
"terre-9","/images/portfolio/Terre/karim-saari-photographe-provence-portrait-chapeau-blanc-lavande.webp","Portrait dans les lavandes — Provence","Portrait lumière dorée dans les lavandes de Valensole, chapeau blanc, coucher de soleil — Karim Saari","Provence, Valensole","43.81378","5.935809","terre","true"
"terre-90","/images/portfolio/Terre/provence-photographie-paysage-valensole-karimsaari.webp","Provence photographie paysage valensole karimsaari","Provence photographie paysage valensole karimsaari","","","","terre","false"
"terre-91","/images/portfolio/Terre/provence-photographie-paysage-valensole-karimsarri-lavandes.webp","Champ de lavande à Valensole — Provence","Rangées symétriques de lavande en fleur sous un ciel de fin de journée sur le plateau de Valensole, paysage emblématique de la Provence — © Karim Saari","Valensole","43.842744","5.895901","terre","true"
